Name,SIPS_URL,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_URL,RW_DETAILS,RW_DEALS,RW_MENU,RESERVATION_LINK,Address,Latitude,Longitude,Website,Categories,Price,Review_Count,RW_PHOTO,SIPS_PARTICIPANT,RW_PARTICIPANT,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Smoking,Yelp_Rating,RW_Score,Popularity,Parking,Best_Nights,Payment,Minority_Owned,Good_For,Offers,Options,Vibes,Accessibility,Dogs_Allowed,Packaging,Reservation_Type,Seating,Meal_Types,Music,Alcohol_Options,Amenities
Kim's Restaurant,,,,,,,,,,,"5955 N 5th St, Philadelphia, PA 19120",40.04212908,-75.12920693,http://kimsbbqrestaurant.com,"['Korean', 'Barbeque']",$$,218.0,,N,N,['Olney'],10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,,4.1,44.0,44.0,"Bike Parking, Private Lot Parking",,Credit Cards,"Women-owned, Asian-owned",Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Classy, Casual, Moderate Noise",Open to All,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Kinme,,,,,,,,,,,"1117 Locust St, Philadelphia, PA 19107",39.94776822,-75.16017155,http://kinmepa.com,"['Japanese', 'Sushi Bars']",$$,138.0,,N,N,['Washington Square West'],12:00 PM - 10:00 PM,Closed,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,,4.5,52.0,46.0,Garage Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Classy, Casual",,,,,Outdoor Seating,,,"Alcohol, Happy Hour","TV, Wi-Fi"
Kite & Key,,,,,,,,,,,"1836 Callowhill St, Philadelphia, PA 19130",39.96035,-75.16967,http://www.thekiteandkey.com,['American (Traditional)'],$$,468.0,,N,N,"['Logan Square', 'Franklintown', 'Art Museum District', 'Fairmount', 'Spring Garden']",11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,10:00 AM - 2:00 AM,,3.5,34.0,50.0,"Street Parking, Bike Parking, Private Lot Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Casual, Moderate Noise",Wheelchair Accessible,,"Plastic-free packaging, Compostable containers available",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
Koch's Deli,,,,,,,,,,,"4309 Locust St, Philadelphia, PA 19104",39.95404676,-75.20969375,http://kochsdeli.com,"['Delis', 'Sandwiches']",$$,286.0,,N,N,"['Spruce Hill', 'University City']",11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,,3.9,41.0,36.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,Moderate Noise,,,,Takes Reservations,"Outdoor Seating, Covered Outdoor Seating",,,Alcohol,"TV, Wi-Fi"
Kook Burger & Bar,,,,,,,,,,,"2102 Market St., Philadelphia, PA 19103",39.95374339,-75.17528855,https://www.kookburgerbar.com,"['Burgers', 'Juice Bars & Smoothies', 'Beer Bar']",,58.0,https://centercityphila.org/uploads/attachments/clidm04v373vvypqdvlw21ad3-kookburger.0.262.1290.1290.full.jpg,N,N,['Penn Center'],11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,11:00 AM - 1:00 AM,,3.4,30.0,57.0,,,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",,Classy,,,,,,,,Happy Hour,TV
Korea Taqueria,,,,,,,,,,,"3101 Tasker St, Philadelphia, PA 19145",39.93419647,-75.19604757,https://www.korea-taqueria.com,"['Korean', 'Mexican', 'Food Trucks']",,35.0,,N,N,['Grays Ferry'],Closed,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,4.2,46.0,33.0,Street Parking,,,,Dinner,"Offers Delivery, Offers Takeout",,,,,,,,,,,
Koreana,,,,,,,,,,,"37 S 19th St, Rittenhouse Square, Philadelphia, PA 19103",39.952311,-75.171522,https://www.koreanaeat.com,['Korean'],$$,110.0,,N,N,"['Penn Center', 'Rittenhouse Square']",11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:00 PM,Closed,,3.6,34.0,34.0,,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,Casual,,,,Takes Reservations,Outdoor Seating,,,"Alcohol, Happy Hour","TV, Wi-Fi"
Kostas Bar Restaurant,,,,,,,,,,,"15 W Girard Ave, Philadelphia, PA 19123",39.9688598,-75.13496227,,"['Bars', 'Greek']",$$,125.0,,N,N,['Fishtown'],3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,3:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,,4.3,48.0,1.0,"Street Parking, Bike Parking",Saturday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
KPOT Korean BBQ & Hot Pot,,,,,,,,,,,"330 W Oregon Ave, Philadelphia, PA 19148",39.9140093,-75.1544445,https://thekpot.com,"['Korean', 'Hot Pot', 'Barbeque']",$$,185.0,,N,N,[],12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 10:30 PM,,4.3,48.0,46.0,Private Lot Parking,,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Trendy, Casual, Loud",Wheelchair Accessible,,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar",TV
Kraftwork,,,,,,,,,,,"541 E Girard Ave, Philadelphia, PA 19125",39.97151,-75.12735,https://kraftworkbarphilly.com,['Gastropubs'],$$,579.0,,N,N,['Fishtown'],4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,12:00 PM - 11:00 PM,,4.1,46.0,52.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Hipster, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Krupa's Tavern,,,,,,,,,,,"2701 Brown St, Philadelphia, PA 19130",39.97068,-75.18132,,['Dive Bars'],$,21.0,,N,N,['Fairmount'],3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,1:00 PM - 12:00 AM,,4.7,38.0,28.0,Bike Parking,,,,Dinner,,,"Divey, Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,,Juke Box,Full Bar,"TV, Wi-Fi"
Kungfu Hotpot,,,,,,,,,,,"1008 Cherry St, Fl 3, Philadelphia, PA 19107",39.95435,-75.15656,,"['Hot Pot', 'Seafood', 'Chinese']",$$$,72.0,,N,N,['Chinatown'],2:00 PM - 11:00 PM,2:00 PM - 11:00 PM,2:00 PM - 11:00 PM,2:00 PM - 11:00 PM,2:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,,4.6,71.0,48.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Asian-owned",Dinner,"Offers Delivery, Offers Takeout",,"Trendy, Casual, Moderate Noise",Wheelchair Accessible,,"Plastic-free packaging, Provides reusable tableware, Compostable containers available, Bring your own container allowed",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Kyuramen - Cherry Hill,,,,,,,,,,,"1871 NJ-70, Cherry Hill, NJ 08003",39.903494,-74.970993,https://www.kyuramen.com,['Ramen'],$$,424.0,,N,N,[],11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,,4.5,53.0,43.0,"Street Parking, Bike Parking, Private Lot Parking",,Credit Cards,Women-owned,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options, Soy-Free Options","Trendy, Classy, Intimate, Hipster, Casual, Moderate Noise","Open to All, Wheelchair Accessible",,"Plastic-free packaging, Provides reusable tableware, Compostable containers available",Takes Reservations,"Outdoor Seating, Covered Outdoor Seating","Lunch, Dessert, Dinner",,Alcohol,"TV, Wi-Fi"
Kyushu Ramen & Sushi,,,,,,,,,,,"907 S 9th St, Philadelphia, PA 19147",39.93864,-75.15776,https://www.kyushupa.com,"['Ramen', 'Sushi Bars', 'Asian Fusion']",,30.0,,N,N,"['Italian Market', 'Bella Vista']",Closed,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 9:30 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 9:30 PM,,4.6,54.0,38.0,Bike Parking,,,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Classy, Casual",Wheelchair Accessible,,"Plastic-free packaging, Provides reusable tableware, Bring your own container allowed",,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Alcohol, Happy Hour","TV, Wi-Fi"
L'Angolo Ristorante,,,,,,,,,,,"1415 W Porter St, Philadelphia, PA 19145",39.91962433,-75.17137146,http://www.langolo-restaurant.com/,['Italian'],$$,432.0,,N,N,[],Closed,4:00 PM - 8:30 PM,4:00 PM - 9:30 PM,4:00 PM - 9:00 PM,4:00 PM - 10:30 PM,4:00 PM - 4:00 AM,3:00 PM - 8:00 PM,,4.6,55.0,46.0,"Street Parking, Bike Parking, Private Lot Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Intimate, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,"Outdoor Seating, Drive-Thru",,,Alcohol,"TV, Wi-Fi"
L'anima,,,,,,,,,,,"1001 S 17th St, Philadelphia, PA 19146",39.93947008,-75.17119993,https://www.lanimaphilly.com,['Italian'],$$,147.0,,N,N,['Graduate Hospital'],Closed,Closed,5:00 PM - 9:00 PM,5:00 PM - 9:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 8:30 PM,,4.2,46.0,40.0,"Street Parking, Bike Parking",,Credit Cards,Women-owned,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,"Trendy, Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",True,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,Alcohol,"TV, Wi-Fi"
La Calaca Feliz,,,,,,,,,,https://resy.com/cities/frtw/cantina-feliz-fort-washington,"2321 Fairmount Ave, Philadelphia, PA 19130",39.96769,-75.17607,http://www.lacalacafeliz.com,"['Mexican', 'Cocktail Bars']",$$,734.0,,N,N,"['Fairmount', 'Art Museum District']",4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,3:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 9:00 PM,True,4.1,46.0,52.0,"Street Parking, Bike Parking",Tuesday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Casual, Loud","Wheelchair Accessible, Gender-neutral restrooms",,,"Walk-ins Welcome, Takes Reservations",Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
La Chinesca,,,,,,,,,,https://resy.com/cities/pha/la-chinesca,"1036 Spring Garden St, Philadelphia, PA 19123",39.96141391,-75.1560203,https://www.lachinescaphl.com,"['New Mexican Cuisine', 'Bars', 'Chinese']",$$,153.0,,N,N,"['Spring Garden', 'Callowhill']",5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,5:00 PM - 12:00 AM,12:00 PM - 3:00 PM,12:00 PM - 3:00 PM,,3.8,38.0,41.0,Street Parking,Wednesday,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Trendy, Hipster, Casual","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Happy Hour, Full Bar",TV
La Chingonita,,,,,,,,,,,"413 E Girard Ave, Philadelphia, PA 19125",39.97055,-75.130113,https://lachingonita.com,"['Food Trucks', 'Mexican']",,34.0,,N,N,['Fishtown'],Closed,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,12:00 PM - 8:00 PM,Closed,,4.6,54.0,52.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,,Wheelchair Accessible,,,,Outdoor Seating,,,"Alcohol, Happy Hour","TV, Wi-Fi"
La Llorona Cantina,,,,,,,,,,https://www.opentable.com/restref/client/?rid=1121143&restref=1121143#,"1551 W Passyunk Ave, Philadelphia, PA 19145",39.9250862,-75.17276265,http://lalloronaphilly.com,"['Mexican', 'Cocktail Bars', 'Breakfast & Brunch']",,66.0,,N,N,[],Closed,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 10:00 PM,True,4.2,46.0,46.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Latinx-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,Trendy,Wheelchair Accessible,True,Bring your own container allowed,"Walk-ins Welcome, Takes Reservations","Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
La Locanda Del Ghiottone,,,,,,,,,,,"2723 E Cumberland St, Philadelphia, PA 19125",39.975074,-75.118359,https://www.ghiottoneitaliano.com,['Italian'],$$,281.0,,N,N,[],Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 11:00 PM,5:00 PM - 11:00 PM,5:00 PM - 10:00 PM,,3.9,41.0,31.0,"Street Parking, Bike Parking",,,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Intimate, Casual, Loud",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,Alcohol,"TV, Wi-Fi"
La Roma,,,,,,,,,,,"2620 E Allegheny Ave, Philadelphia, PA 19134",39.98498841,-75.10349561,http://www.laromaphilly.com,"['American (New)', 'Bars']",,11.0,,N,N,"['Kensington', 'Port Richmond']",9:00 AM - 12:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,10:00 AM - 3:00 PM,10:00 AM - 3:00 PM,,4.9,59.0,25.0,,,,,Dinner,"Offers Delivery, Offers Takeout",,Classy,,,,,,,,,
La Rosa Pizzeria,,,,,,,,,,,"2106 S Broad St, Philadelphia, PA 19145",39.92416,-75.170089,http://larosapizzeriatogo.com,['Pizza'],$,162.0,,N,N,[],10:30 AM - 9:30 PM,10:30 AM - 9:30 PM,10:30 AM - 9:30 PM,10:30 AM - 9:30 PM,10:30 AM - 9:30 PM,10:30 AM - 9:30 PM,11:30 AM - 9:00 PM,,4.1,27.0,42.0,"Street Parking, Bike Parking",,,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Classy, Divey, Moderate Noise",,,,Takes Reservations,Outdoor Seating,Dinner,,"Alcohol, Happy Hour","TV, Wi-Fi"
La Sushi,,,,,,,,,,,"1308 W Girard Ave, Philadelphia, PA 19123",39.9706737,-75.1578547,http://lasushiphilly1.com,"['Latin American', 'Sushi Bars', 'Japanese']",$$,28.0,,N,N,['Avenue of the Arts North'],Closed,Closed,12:15 PM - 9:00 PM,12:15 PM - 9:00 PM,12:15 PM - 10:00 PM,12:15 PM - 10:00 PM,12:15 PM - 9:00 PM,,3.9,40.0,29.0,"Street Parking, Bike Parking",,"Credit Cards, Android Pay, Apple Pay","Women-owned, Latinx-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Casual, Moderate Noise","Open to All, Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Ladder 15,,,,,,,,,,,"1528 Sansom St, Philadelphia, PA 19102",39.95027665,-75.16695388,http://www.ladder15philly.com,['American (New)'],$$,335.0,https://centercityphila.org/uploads/attachments/cj335cayj002qpjqdwrfp3f7x-4fca22-0235596db30444abb2cafa12607e0074.108.0.471.471.full.jpg,N,N,"['Penn Center', 'Rittenhouse Square']",Closed,4:00 PM - 11:00 PM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 8:00 PM,,2.8,20.0,56.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",,"Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Landmark Americana Tap & Grill - University City,,,,,,,,,,https://resy.com/cities/pha/landmark-americana-university-city,"3333 Market St, Philadelphia, PA 19104",39.95595866,-75.19065067,http://www.landmarkamericana.com/ph-home,"['American (New)', 'Sports Bars']",$$,434.0,,N,N,"['Powelton Village', 'University City']",12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,12:00 PM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 10:00 PM,,2.9,22.0,40.0,"Street Parking, Bike Parking","Tuesday, Thursday, Saturday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegetarian Options,"Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Lark,,,,,,,,,,https://resy.com/cities/pha/lark-bala-cynwyd,"611 Righters Ferry Rd, Bala Cynwyd, PA 19004",40.01565118,-75.21440974,https://www.larkpa.com,"['American (New)', 'Beer Bar', 'Cocktail Bars']",$$$,123.0,,N,N,[],Closed,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,4:30 PM - 9:00 PM,,4.2,64.0,44.0,"Garage Parking, Private Lot Parking",Saturday,,,Dinner,,,"Classy, Upscale, Dressy, Moderate Noise",,,,Takes Reservations,,,,Full Bar,EV charging station available
Larry's Steaks,,,,,,,,,,,"920 W Girard Ave, Philadelphia, PA 19123",39.9702412,-75.15179064,http://www.larryssteaks.com,"['Pizza', 'Cheesesteaks', 'Sandwiches']",$$,89.0,,N,N,[],10:00 AM - 10:30 PM,10:00 AM - 10:30 PM,10:00 AM - 10:30 PM,10:00 AM - 10:30 PM,10:00 AM - 10:30 PM,10:00 AM - 10:30 PM,11:00 AM - 10:30 PM,,2.8,19.0,21.0,"Street Parking, Bike Parking, Private Lot Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Classy, Divey, Moderate Noise",,,,Takes Reservations,Outdoor Seating,Dinner,,Alcohol,"TV, Wi-Fi"
Las Bugambilias,,,,,,,,,,,"15 S 3rd St, Philadelphia, PA 19106",39.949616,-75.145538,http://lasbugambiliasphilly.com/,['Mexican'],$$,449.0,,N,N,['Old City'],3:00 PM - 9:00 PM,3:00 PM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 10:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 10:00 PM,,4.0,43.0,51.0,"Street Parking, Bike Parking",,Credit Cards,"Women-owned, Latinx-owned",Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegan Options,"Casual, Moderate Noise",Open to All,,,Takes Reservations,"Outdoor Seating, Drive-Thru",,,"Happy Hour, Full Bar","TV, Wi-Fi"
LaScala's Birra,,,,,,,,,,,"1700 E Passyunk Ave, Philadelphia, PA 19148",39.92867391,-75.16509328,http://www.lascalasbirra.com,"['Pizza', 'Italian', 'Beer Bar']",$$,423.0,,N,N,['East Passyunk Crossing'],Closed,4:00 PM - 11:30 PM,4:00 PM - 9:00 PM,4:00 PM - 9:30 PM,4:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,True,4.0,43.0,46.0,"Street Parking, Bike Parking","Thursday, Friday",Credit Cards,,Dinner,"Offers Delivery, Offers Takeout",Vegan Options,"Casual, Moderate Noise","Wheelchair Accessible, Gender-neutral restrooms",,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Pool Table, Wi-Fi"
Laser Wolf,,,,,,,,,,https://resy.com/cities/pha/laser-wolf,"1301 N Howard St, Philadelphia, PA 19122",39.97049,-75.13662,http://laserwolfphilly.com,['Middle Eastern'],$$$$,373.0,,N,N,[],5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,,4.5,88.0,54.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Classy, Upscale, Hipster, Casual",Wheelchair Accessible,,"Provides reusable tableware, Compostable containers available",Takes Reservations,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining",Dessert,,Full Bar,"TV, Wi-Fi"
LaTao HotPot,,,,,,,,,,,"3717 Chestnut St, Philadelphia, PA 19104",39.95528325,-75.19755343,https://lataohotpot-pa.com,['Hot Pot'],$$,166.0,,N,N,['University City'],12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,,4.1,44.0,50.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Vegan Options, Vegetarian Options","Trendy, Casual, Moderate Noise",Wheelchair Accessible,,,Takes Reservations,Outdoor Seating,,,Full Bar,"TV, Wi-Fi"
Lau Kee Restaurant,,,,,,,,,,,"934 Race St, Philadelphia, PA 19107",39.95517,-75.15557,https://orderlaukeerestaurant.com,['Chinese'],,112.0,,N,N,['Chinatown'],Closed,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,,4.5,52.0,49.0,,,,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",Vegetarian Options,Casual,Wheelchair Accessible,,,,"Outdoor Seating, Heated Outdoor Seating, Covered Outdoor Seating",,,"Alcohol, Happy Hour","TV, Wi-Fi"
Laurel,,,,,,,,,,,"1617 E Passyunk Ave, Philadelphia, PA 19148",39.92942047,-75.16371155,http://www.restaurantlaurel.com,"['French', 'American (New)']",$$$$,359.0,,N,N,['East Passyunk Crossing'],Closed,Closed,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,5:30 PM - 10:00 PM,Closed,,4.4,86.0,47.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering","Pescatarian Options, Vegetarian Options","Classy, Intimate, Casual, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,,,"Happy Hour, Full Bar","TV, Wi-Fi"
Lazos Pizza & Grill,,,,,,,,,,,"2533 Poplar St, Philadelphia, PA 19130",39.97277,-75.17882,https://orderlazospizzagrill.com,"['Pizza', 'American (Traditional)', 'Italian']",$,196.0,,N,N,"['Brewerytown', 'Fairmount']",11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,12:00 PM - 10:00 PM,,3.8,21.0,33.0,"Street Parking, Bike Parking",,Credit Cards,,Dinner,"Offers Delivery, Offers Takeout, Offers Catering",,"Casual, Moderate Noise",,,,Takes Reservations,Outdoor Seating,Dinner,,Alcohol,"TV, Wi-Fi"
Le Cat Cafe,,,,,,,,,,,"2713 W Girard Ave, Philadelphia, PA 19130",39.97446,-75.1809,https://lecatcafe.org,"['Pet Adoption', 'Community Service/Non-Profit', 'Coffee & Tea']",$,48.0,,N,N,['Brewerytown'],11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 7:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 5:00 PM,,4.1,26.0,32.0,Street Parking,,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout",,,,,,,Outdoor Seating,,,,Wi-Fi
Le Viet Restaurant,,,,,,,,,,,"1019 S 11th St, Philadelphia, PA 19147",39.93769,-75.16104,http://www.levietrestaurant.com/,['Vietnamese'],$$,331.0,,N,N,['Bella Vista'],12:00 PM - 9:00 PM,Closed,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,12:00 PM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,3.9,41.0,41.0,"Street Parking, Bike Parking",,"Credit Cards, Apple Pay",,Dinner,"Offers Delivery, Offers Takeout","Vegan Options, Vegetarian Options","Trendy, Moderate Noise",Gender-neutral restrooms,,,Takes Reservations,Outdoor Seating,Dinner,,"Happy Hour, Full Bar","TV, Wi-Fi"
